file,topic_id,topic,level,question,type,answer
t11_h.md,11,География населения,Высокий,2,single,B
t11_h.md,11,География населения,Высокий,3,single,B
t11_h.md,11,География населения,Высокий,4,single,C
t11_h.md,11,География населения,Высокий,5,single,D
t11_h.md,11,География населения,Высокий,6,single,A
t11_h.md,11,География населения,Высокий,7,single,A
t11_h.md,11,География населения,Высокий,8,single,D
t11_h.md,11,География населения,Высокий,9,single,B
t11_h.md,11,География населения,Высокий,10,single,C
t11_h.md,11,География населения,Высокий,11,single,C
t11_h.md,11,География населения,Высокий,12,single,C
t11_h.md,11,География населения,Высокий,13,single,A
t11_h.md,11,География населения,Высокий,14,single,C
t11_h.md,11,География населения,Высокий,15,single,D
t11_h.md,11,География населения,Высокий,16,single,B
t11_h.md,11,География населения,Высокий,17,single,B
t11_h.md,11,География населения,Высокий,18,single,D
t11_h.md,11,География населения,Высокий,19,single,C
t11_h.md,11,География населения,Высокий,20,single,C
t11_h.md,11,География населения,Высокий,21,single,A
t11_h.md,11,География населения,Высокий,22,single,A
t11_h.md,11,География населения,Высокий,23,single,C
t11_h.md,11,География населения,Высокий,24,single,B
t11_h.md,11,География населения,Высокий,25,single,D
t11_h.md,11,География населения,Высокий,26,context_single,C
t11_h.md,11,География населения,Высокий,27,context_single,A
t11_h.md,11,География населения,Высокий,28,context_single,C
t11_h.md,11,География населения,Высокий,29,context_single,C
t11_h.md,11,География населения,Высокий,30,context_single,A
t11_h.md,11,География населения,Высокий,31,multi,AC
t11_h.md,11,География населения,Высокий,32,multi,BD
t11_h.md,11,География населения,Высокий,33,multi,BC
t11_h.md,11,География населения,Высокий,34,multi,AB
t11_h.md,11,География населения,Высокий,35,multi,AB
t11_h.md,11,География населения,Высокий,36,match,"1-A, 2-B, 3-D, 4-C"
t11_h.md,11,География населения,Высокий,37,match,"1-A, 2-D, 3-C, 4-B"
t11_h.md,11,География населения,Высокий,38,match,"1-C, 2-A, 3-B, 4-D"
t11_h.md,11,География населения,Высокий,39,match,"1-A, 2-B, 3-C, 4-D"
t11_h.md,11,География населения,Высокий,40,match,"1-A, 2-D, 3-B, 4-C"
t12_b.md,12,Природные ресурсы,Базовый,1,single,D
t12_b.md,12,Природные ресурсы,Базовый,2,single,B
t12_b.md,12,Природные ресурсы,Базовый,3,single,B
t12_b.md,12,Природные ресурсы,Базовый,4,single,D
t12_b.md,12,Природные ресурсы,Базовый,5,single,D
t12_b.md,12,Природные ресурсы,Базовый,6,single,C
t12_b.md,12,Природные ресурсы,Базовый,7,single,B
t12_b.md,12,Природные ресурсы,Базовый,8,single,B
t12_b.md,12,Природные ресурсы,Базовый,9,single,A
t12_b.md,12,Природные ресурсы,Базовый,10,single,C
t12_b.md,12,Природные ресурсы,Базовый,11,single,A
t12_b.md,12,Природные ресурсы,Базовый,12,single,D
t12_b.md,12,Природные ресурсы,Базовый,13,single,C
t12_b.md,12,Природные ресурсы,Базовый,14,single,A
t12_b.md,12,Природные ресурсы,Базовый,15,single,B
t12_b.md,12,Природные ресурсы,Базовый,16,single,A
t12_b.md,12,Природные ресурсы,Базовый,17,single,C
t12_b.md,12,Природные ресурсы,Базовый,18,single,C
t12_b.md,12,Природные ресурсы,Базовый,19,single,D
t12_b.md,12,Природные ресурсы,Базовый,20,single,A
t12_b.md,12,Природные ресурсы,Базовый,21,single,A
t12_b.md,12,Природные ресурсы,Базовый,22,single,B
t12_b.md,12,Природные ресурсы,Базовый,23,single,C
t12_b.md,12,Природные ресурсы,Базовый,24,single,A
t12_b.md,12,Природные ресурсы,Базовый,25,single,C
t12_b.md,12,Природные ресурсы,Базовый,26,context_single,C
t12_b.md,12,Природные ресурсы,Базовый,27,context_single,B
t12_b.md,12,Природные ресурсы,Базовый,28,context_single,A
t12_b.md,12,Природные ресурсы,Базовый,29,context_single,D
t12_b.md,12,Природные ресурсы,Базовый,30,context_single,A
t12_b.md,12,Природные ресурсы,Базовый,31,multi,BC
t12_b.md,12,Природные ресурсы,Базовый,32,multi,BC
t12_b.md,12,Природные ресурсы,Базовый,33,multi,BD
t12_b.md,12,Природные ресурсы,Базовый,34,multi,AB
t12_b.md,12,Природные ресурсы,Базовый,35,multi,AC
t12_b.md,12,Природные ресурсы,Базовый,36,match,"1-B, 2-C, 3-A, 4-D"
t12_b.md,12,Природные ресурсы,Базовый,37,match,"1-A, 2-C, 3-B, 4-D"
t12_b.md,12,Природные ресурсы,Базовый,38,match,"1-B, 2-A, 3-C, 4-D"
t12_b.md,12,Природные ресурсы,Базовый,39,match,"1-D, 2-A, 3-B, 4-C"
t12_b.md,12,Природные ресурсы,Базовый,40,match,"1-D, 2-A, 3-C, 4-B"
t12_m.md,12,Природные ресурсы,Средний,1,single,C
t12_m.md,12,Природные ресурсы,Средний,2,single,B
t12_m.md,12,Природные ресурсы,Средний,3,single,B
t12_m.md,12,Природные ресурсы,Средний,4,single,D
t12_m.md,12,Природные ресурсы,Средний,5,single,D
t12_m.md,12,Природные ресурсы,Средний,6,single,C
t12_m.md,12,Природные ресурсы,Средний,7,single,D
t12_m.md,12,Природные ресурсы,Средний,8,single,D
t12_m.md,12,Природные ресурсы,Средний,9,single,A
t12_m.md,12,Природные ресурсы,Средний,10,single,A
t12_m.md,12,Природные ресурсы,Средний,11,single,B
t12_m.md,12,Природные ресурсы,Средний,12,single,D
t12_m.md,12,Природные ресурсы,Средний,13,single,B
t12_m.md,12,Природные ресурсы,Средний,14,single,B
t12_m.md,12,Природные ресурсы,Средний,15,single,B
t12_m.md,12,Природные ресурсы,Средний,16,single,B
t12_m.md,12,Природные ресурсы,Средний,17,single,B
t12_m.md,12,Природные ресурсы,Средний,18,single,C
t12_m.md,12,Природные ресурсы,Средний,19,single,C
t12_m.md,12,Природные ресурсы,Средний,20,single,C
t12_m.md,12,Природные ресурсы,Средний,21,single,D
t12_m.md,12,Природные ресурсы,Средний,22,single,B
t12_m.md,12,Природные ресурсы,Средний,23,single,C
t12_m.md,12,Природные ресурсы,Средний,24,single,B
t12_m.md,12,Природные ресурсы,Средний,25,single,A
t12_m.md,12,Природные ресурсы,Средний,26,context_single,A
t12_m.md,12,Природные ресурсы,Средний,27,context_single,B
t12_m.md,12,Природные ресурсы,Средний,28,context_single,A
t12_m.md,12,Природные ресурсы,Средний,29,context_single,B
t12_m.md,12,Природные ресурсы,Средний,30,context_single,D
t12_m.md,12,Природные ресурсы,Средний,31,multi,AB
t12_m.md,12,Природные ресурсы,Средний,32,multi,AC
t12_m.md,12,Природные ресурсы,Средний,33,multi,AC
t12_m.md,12,Природные ресурсы,Средний,34,multi,CD
t12_m.md,12,Природные ресурсы,Средний,35,multi,AD
t12_m.md,12,Природные ресурсы,Средний,36,match,"1-A, 2-B, 3-D, 4-C"
t12_m.md,12,Природные ресурсы,Средний,37,match,"1-D, 2-B, 3-C, 4-A"
t12_m.md,12,Природные ресурсы,Средний,38,match,"1-B, 2-C, 3-A, 4-D"
t12_m.md,12,Природные ресурсы,Средний,39,match,"1-B, 2-C, 3-A, 4-D"
t12_m.md,12,Природные ресурсы,Средний,40,match,"1-B, 2-A, 3-D, 4-C"
t12_h.md,12,Природные ресурсы,Высокий,1,single,C
t12_h.md,12,Природные ресурсы,Высокий,2,single,D
t12_h.md,12,Природные ресурсы,Высокий,3,single,A
t12_h.md,12,Природные ресурсы,Высокий,4,single,D
t12_h.md,12,Природные ресурсы,Высокий,5,single,D
t12_h.md,12,Природные ресурсы,Высокий,6,single,A
t12_h.md,12,Природные ресурсы,Высокий,7,single,C
t12_h.md,12,Природные ресурсы,Высокий,8,single,C
t12_h.md,12,Природные ресурсы,Высокий,9,single,A
t12_h.md,12,Природные ресурсы,Высокий,10,single,D
t12_h.md,12,Природные ресурсы,Высокий,11,single,C
t12_h.md,12,Природные ресурсы,Высокий,12,single,B
t12_h.md,12,Природные ресурсы,Высокий,13,single,C
t12_h.md,12,Природные ресурсы,Высокий,14,single,D
t12_h.md,12,Природные ресурсы,Высокий,15,single,A
t12_h.md,12,Природные ресурсы,Высокий,16,single,C
t12_h.md,12,Природные ресурсы,Высокий,17,single,D
t12_h.md,12,Природные ресурсы,Высокий,18,single,A
t12_h.md,12,Природные ресурсы,Высокий,19,single,B
t12_h.md,12,Природные ресурсы,Высокий,20,single,D
t12_h.md,12,Природные ресурсы,Высокий,21,single,D
t12_h.md,12,Природные ресурсы,Высокий,22,single,C
t12_h.md,12,Природные ресурсы,Высокий,23,single,A
t12_h.md,12,Природные ресурсы,Высокий,24,single,D
t12_h.md,12,Природные ресурсы,Высокий,25,single,D
t12_h.md,12,Природные ресурсы,Высокий,26,context_single,B
t12_h.md,12,Природные ресурсы,Высокий,27,context_single,D
t12_h.md,12,Природные ресурсы,Высокий,28,context_single,C
t12_h.md,12,Природные ресурсы,Высокий,29,context_single,B
t12_h.md,12,Природные ресурсы,Высокий,30,context_single,D
t12_h.md,12,Природные ресурсы,Высокий,31,multi,AB
t12_h.md,12,Природные ресурсы,Высокий,32,multi,AD
t12_h.md,12,Природные ресурсы,Высокий,33,multi,CD
t12_h.md,12,Природные ресурсы,Высокий,34,multi,CD
t12_h.md,12,Природные ресурсы,Высокий,35,multi,BC
t12_h.md,12,Природные ресурсы,Высокий,36,match,"1-A, 2-B, 3-C, 4-D"
t12_h.md,12,Природные ресурсы,Высокий,37,match,"1-A, 2-D, 3-B, 4-C"
t12_h.md,12,Природные ресурсы,Высокий,38,match,"1-A, 2-C, 3-B, 4-D"
t12_h.md,12,Природные ресурсы,Высокий,39,match,"1-C, 2-D, 3-B, 4-A"
t12_h.md,12,Природные ресурсы,Высокий,40,match,"1-B, 2-D, 3-C, 4-A"
t13_b.md,13,Социально-экономические ресурсы,Базовый,1,single,A
t13_b.md,13,Социально-экономические ресурсы,Базовый,2,single,A
t13_b.md,13,Социально-экономические ресурсы,Базовый,3,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,4,single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,5,single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,6,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,7,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,8,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,9,single,A
t13_b.md,13,Социально-экономические ресурсы,Базовый,10,single,D
t13_b.md,13,Социально-экономические ресурсы,Базовый,11,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,12,single,D
t13_b.md,13,Социально-экономические ресурсы,Базовый,13,single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,14,single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,15,single,A
t13_b.md,13,Социально-экономические ресурсы,Базовый,16,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,17,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,18,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,19,single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,20,single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,21,single,A
t13_b.md,13,Социально-экономические ресурсы,Базовый,22,single,A
t13_b.md,13,Социально-экономические ресурсы,Базовый,23,single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,24,single,D
t13_b.md,13,Социально-экономические ресурсы,Базовый,25,single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,26,context_single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,27,context_single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,28,context_single,B
t13_b.md,13,Социально-экономические ресурсы,Базовый,29,context_single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,30,context_single,C
t13_b.md,13,Социально-экономические ресурсы,Базовый,31,multi,AC
t13_b.md,13,Социально-экономические ресурсы,Базовый,32,multi,BD
t13_b.md,13,Социально-экономические ресурсы,Базовый,33,multi,AD
t13_b.md,13,Социально-экономические ресурсы,Базовый,34,multi,CD
t13_b.md,13,Социально-экономические ресурсы,Базовый,35,multi,AD
t13_b.md,13,Социально-экономические ресурсы,Базовый,36,match,"1-A, 2-C, 3-D, 4-B"
t13_b.md,13,Социально-экономические ресурсы,Базовый,37,match,"1-C, 2-B, 3-A, 4-D"
t13_b.md,13,Социально-экономические ресурсы,Базовый,38,match,"1-A, 2-C, 3-B, 4-D"
t13_b.md,13,Социально-экономические ресурсы,Базовый,39,match,"1-B, 2-D, 3-C, 4-A"
t13_b.md,13,Социально-экономические ресурсы,Базовый,40,match,"1-C, 2-D, 3-B, 4-A"
t13_m.md,13,Социально-экономические ресурсы,Средний,1,single,A
t13_m.md,13,Социально-экономические ресурсы,Средний,2,single,D
t13_m.md,13,Социально-экономические ресурсы,Средний,3,single,A
t13_m.md,13,Социально-экономические ресурсы,Средний,4,single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,5,single,B
t13_m.md,13,Социально-экономические ресурсы,Средний,6,single,B
t13_m.md,13,Социально-экономические ресурсы,Средний,7,single,B
t13_m.md,13,Социально-экономические ресурсы,Средний,8,single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,9,single,A
t13_m.md,13,Социально-экономические ресурсы,Средний,10,single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,11,single,A
t13_m.md,13,Социально-экономические ресурсы,Средний,12,single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,13,single,D
t13_m.md,13,Социально-экономические ресурсы,Средний,14,single,A
t13_m.md,13,Социально-экономические ресурсы,Средний,15,single,A
t13_m.md,13,Социально-экономические ресурсы,Средний,16,single,B
t13_m.md,13,Социально-экономические ресурсы,Средний,17,single,D
t13_m.md,13,Социально-экономические ресурсы,Средний,18,single,D
t13_m.md,13,Социально-экономические ресурсы,Средний,19,single,D
t13_m.md,13,Социально-экономические ресурсы,Средний,20,single,D
t13_m.md,13,Социально-экономические ресурсы,Средний,21,single,B
t13_m.md,13,Социально-экономические ресурсы,Средний,22,single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,23,single,B
t13_m.md,13,Социально-экономические ресурсы,Средний,24,single,B
t13_m.md,13,Социально-экономические ресурсы,Средний,25,single,D
t13_m.md,13,Социально-экономические ресурсы,Средний,26,context_single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,27,context_single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,28,context_single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,29,context_single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,30,context_single,C
t13_m.md,13,Социально-экономические ресурсы,Средний,31,multi,AC
t13_m.md,13,Социально-экономические ресурсы,Средний,32,multi,BC
t13_m.md,13,Социально-экономические ресурсы,Средний,33,multi,BC
t13_m.md,13,Социально-экономические ресурсы,Средний,34,multi,AD
t13_m.md,13,Социально-экономические ресурсы,Средний,35,multi,CD
t13_m.md,13,Социально-экономические ресурсы,Средний,36,match,"1-C, 2-A, 3-B, 4-D"
t13_m.md,13,Социально-экономические ресурсы,Средний,37,match,"1-A, 2-C, 3-D, 4-B"
t13_m.md,13,Социально-экономические ресурсы,Средний,38,match,"1-A, 2-D, 3-C, 4-B"
t13_m.md,13,Социально-экономические ресурсы,Средний,39,match,"1-A, 2-D, 3-C, 4-B"
t13_m.md,13,Социально-экономические ресурсы,Средний,40,match,"1-A, 2-D, 3-C, 4-B"
t13_h.md,13,Социально-экономические ресурсы,Высокий,1,single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,2,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,3,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,4,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,5,single,B
t13_h.md,13,Социально-экономические ресурсы,Высокий,6,single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,7,single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,8,single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,9,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,10,single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,11,single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,12,single,B
t13_h.md,13,Социально-экономические ресурсы,Высокий,13,single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,14,single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,15,single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,16,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,17,single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,18,single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,19,single,B
t13_h.md,13,Социально-экономические ресурсы,Высокий,20,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,21,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,22,single,B
t13_h.md,13,Социально-экономические ресурсы,Высокий,23,single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,24,single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,25,single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,26,context_single,A
t13_h.md,13,Социально-экономические ресурсы,Высокий,27,context_single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,28,context_single,C
t13_h.md,13,Социально-экономические ресурсы,Высокий,29,context_single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,30,context_single,D
t13_h.md,13,Социально-экономические ресурсы,Высокий,31,multi,BC
t13_h.md,13,Социально-экономические ресурсы,Высокий,32,multi,AD
t13_h.md,13,Социально-экономические ресурсы,Высокий,33,multi,AD
t13_h.md,13,Социально-экономические ресурсы,Высокий,34,multi,BC
t13_h.md,13,Социально-экономические ресурсы,Высокий,35,multi,AB
t13_h.md,13,Социально-экономические ресурсы,Высокий,36,match,"1-A, 2-D, 3-C, 4-B"
t13_h.md,13,Социально-экономические ресурсы,Высокий,37,match,"1-D, 2-C, 3-A, 4-B"
t13_h.md,13,Социально-экономические ресурсы,Высокий,38,match,"1-D, 2-A, 3-C, 4-B"
t13_h.md,13,Социально-экономические ресурсы,Высокий,39,match,"1-B, 2-A, 3-D, 4-C"
t13_h.md,13,Социально-экономические ресурсы,Высокий,40,match,"1-C, 2-A, 3-B, 4-D"
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,1,single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,2,single,C
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,3,single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,4,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,5,single,A
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,6,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,7,single,C
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,8,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,9,single,A
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,10,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,11,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,12,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,13,single,A
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,14,single,A
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,15,single,A
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,16,single,C
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,17,single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,18,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,19,single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,20,single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,21,single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,22,single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,23,single,C
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,24,single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,25,single,C
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,26,context_single,C
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,27,context_single,A
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,28,context_single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,29,context_single,B
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,30,context_single,D
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,31,multi,AD
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,32,multi,AD
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,33,multi,AD
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,34,multi,AB
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,35,multi,CD
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,36,match,"1-C, 2-B, 3-D, 4-A"
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,37,match,"1-C, 2-D, 3-A, 4-B"
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,38,match,"1-D, 2-C, 3-A, 4-B"
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,39,match,"1-C, 2-B, 3-D, 4-A"
t14_b.md,14,Отраслевая и территориальная структура мирового хозяйства,Базовый,40,match,"1-D, 2-A, 3-B, 4-C"
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,1,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,2,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,3,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,4,single,A
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,5,single,A
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,6,single,B
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,7,single,C
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,8,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,9,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,10,single,B
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,11,single,B
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,12,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,13,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,14,single,A
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,15,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,16,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,17,single,C
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,18,single,A
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,19,single,C
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,20,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,21,single,A
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,22,single,C
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,23,single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,24,single,B
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,25,single,A
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,26,context_single,C
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,27,context_single,C
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,28,context_single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,29,context_single,A
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,30,context_single,D
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,31,multi,CD
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,32,multi,BC
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,33,multi,AD
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,34,multi,AD
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,35,multi,BD
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,36,match,"1-D, 2-A, 3-C, 4-B"
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,37,match,"1-D, 2-A, 3-B, 4-C"
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,38,match,"1-A, 2-C, 3-B, 4-D"
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,39,match,"1-D, 2-C, 3-B, 4-A"
t14_m.md,14,Отраслевая и территориальная структура мирового хозяйства,Средний,40,match,"1-D, 2-C, 3-B, 4-A"
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,1,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,2,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,3,single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,4,single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,5,single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,6,single,A
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,7,single,A
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,8,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,9,single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,10,single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,11,single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,12,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,13,single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,14,single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,15,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,16,single,A
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,17,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,18,single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,19,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,20,single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,21,single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,22,single,C
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,23,single,A
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,24,single,A
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,25,single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,26,context_single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,27,context_single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,28,context_single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,29,context_single,D
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,30,context_single,B
t14_h.md,14,Отраслевая и территориальная структура мирового хозяйства,Высокий,31,multi,BD
