file,question_no,type,answer,explanation
t08_h.md,15,single,A,Сложение уравнений дает 2x.
t08_h.md,16,single,B,x=3
t08_h.md,17,single,E,Сложение уравнений дает 2x.
t08_h.md,18,single,B,x=-2
t08_h.md,19,single,C,Сложение уравнений дает 2x.
t08_h.md,20,single,C,x=8
t08_h.md,21,single,D,Сложение уравнений дает 2x.
t08_h.md,22,single,A,x=0
t08_h.md,23,single,B,Сложение уравнений дает 2x.
t08_h.md,24,single,D,x=3
t08_h.md,25,single,D,Сложение уравнений дает 2x.
t08_h.md,26,context_single,D,x=-2
t08_h.md,27,context_single,A,Сложение уравнений дает 2x.
t08_h.md,28,context_single,C,x=0
t08_h.md,29,context_single,C,Сложение уравнений дает 2x.
t08_h.md,30,context_single,E,x=5
t08_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_h.md,36,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t08_h.md,37,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t08_h.md,38,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t08_h.md,39,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t08_h.md,40,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t09_b.md,1,single,C,"Если log_a X = k, то X=a^k."
t09_b.md,2,single,E,Сложение уравнений дает 2x.
t09_b.md,3,single,A,Используется таблица основных тригонометрических значений.
t09_b.md,4,single,D,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,5,single,A,"Если log_a X = k, то X=a^k."
t09_b.md,6,single,B,Сложение уравнений дает 2x.
t09_b.md,7,single,A,Используется таблица основных тригонометрических значений.
t09_b.md,8,single,A,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,9,single,A,"Если log_a X = k, то X=a^k."
t09_b.md,10,single,C,Сложение уравнений дает 2x.
t09_b.md,11,single,A,Используется таблица основных тригонометрических значений.
t09_b.md,12,single,C,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,13,single,D,"Если log_a X = k, то X=a^k."
t09_b.md,14,single,E,Сложение уравнений дает 2x.
t09_b.md,15,single,C,Используется таблица основных тригонометрических значений.
t09_b.md,16,single,B,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,17,single,A,"Если log_a X = k, то X=a^k."
t09_b.md,18,single,A,Сложение уравнений дает 2x.
t09_b.md,19,single,A,Используется таблица основных тригонометрических значений.
t09_b.md,20,single,A,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,21,single,E,"Если log_a X = k, то X=a^k."
t09_b.md,22,single,D,Сложение уравнений дает 2x.
t09_b.md,23,single,D,Используется таблица основных тригонометрических значений.
t09_b.md,24,single,A,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,25,single,B,"Если log_a X = k, то X=a^k."
t09_b.md,26,context_single,A,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,27,context_single,C,"Если log_a X = k, то X=a^k."
t09_b.md,28,context_single,A,Сложение уравнений дает 2x.
t09_b.md,29,context_single,D,Используется таблица основных тригонометрических значений.
t09_b.md,30,context_single,E,Сравниваем показатели степеней с одинаковым основанием.
t09_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_b.md,36,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t09_b.md,37,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t09_b.md,38,matching,"1-A, 2-B, 3-A, 4-B",Соответствие между понятием и правилом.
t09_b.md,39,matching,"1-A, 2-B, 3-A, 4-B",Соответствие между понятием и правилом.
t09_b.md,40,matching,"1-A, 2-C, 3-A, 4-C",Соответствие между понятием и правилом.
t09_m.md,1,single,E,"Если log_a X = k, то X=a^k."
t09_m.md,2,single,C,Сложение уравнений дает 2x.
t09_m.md,3,single,D,Используется таблица основных тригонометрических значений.
t09_m.md,4,single,D,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,5,single,A,"Если log_a X = k, то X=a^k."
t09_m.md,6,single,E,Сложение уравнений дает 2x.
t09_m.md,7,single,C,Используется таблица основных тригонометрических значений.
t09_m.md,8,single,C,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,9,single,D,"Если log_a X = k, то X=a^k."
t09_m.md,10,single,E,Сложение уравнений дает 2x.
t09_m.md,11,single,B,Используется таблица основных тригонометрических значений.
t09_m.md,12,single,D,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,13,single,B,"Если log_a X = k, то X=a^k."
t09_m.md,14,single,C,Сложение уравнений дает 2x.
t09_m.md,15,single,A,Используется таблица основных тригонометрических значений.
t09_m.md,16,single,A,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,17,single,E,"Если log_a X = k, то X=a^k."
t09_m.md,18,single,C,Сложение уравнений дает 2x.
t09_m.md,19,single,E,Используется таблица основных тригонометрических значений.
t09_m.md,20,single,C,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,21,single,A,"Если log_a X = k, то X=a^k."
t09_m.md,22,single,D,Сложение уравнений дает 2x.
t09_m.md,23,single,E,Используется таблица основных тригонометрических значений.
t09_m.md,24,single,A,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,25,single,E,"Если log_a X = k, то X=a^k."
t09_m.md,26,context_single,D,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,27,context_single,D,"Если log_a X = k, то X=a^k."
t09_m.md,28,context_single,E,Сложение уравнений дает 2x.
t09_m.md,29,context_single,E,Используется таблица основных тригонометрических значений.
t09_m.md,30,context_single,B,Сравниваем показатели степеней с одинаковым основанием.
t09_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_m.md,36,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t09_m.md,37,matching,"1-A, 2-B, 3-A, 4-B",Соответствие между понятием и правилом.
t09_m.md,38,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t09_m.md,39,matching,"1-A, 2-B, 3-A, 4-B",Соответствие между понятием и правилом.
t09_m.md,40,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t09_h.md,1,single,A,"Если log_a X = k, то X=a^k."
t09_h.md,2,single,B,Сложение уравнений дает 2x.
t09_h.md,3,single,A,Используется таблица основных тригонометрических значений.
t09_h.md,4,single,C,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,5,single,C,"Если log_a X = k, то X=a^k."
t09_h.md,6,single,C,Сложение уравнений дает 2x.
t09_h.md,7,single,C,Используется таблица основных тригонометрических значений.
t09_h.md,8,single,B,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,9,single,B,"Если log_a X = k, то X=a^k."
t09_h.md,10,single,D,Сложение уравнений дает 2x.
t09_h.md,11,single,C,Используется таблица основных тригонометрических значений.
t09_h.md,12,single,C,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,13,single,D,"Если log_a X = k, то X=a^k."
t09_h.md,14,single,B,Сложение уравнений дает 2x.
t09_h.md,15,single,E,Используется таблица основных тригонометрических значений.
t09_h.md,16,single,C,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,17,single,D,"Если log_a X = k, то X=a^k."
t09_h.md,18,single,B,Сложение уравнений дает 2x.
t09_h.md,19,single,A,Используется таблица основных тригонометрических значений.
t09_h.md,20,single,D,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,21,single,A,"Если log_a X = k, то X=a^k."
t09_h.md,22,single,E,Сложение уравнений дает 2x.
t09_h.md,23,single,B,Используется таблица основных тригонометрических значений.
t09_h.md,24,single,B,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,25,single,C,"Если log_a X = k, то X=a^k."
t09_h.md,26,context_single,C,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,27,context_single,A,"Если log_a X = k, то X=a^k."
t09_h.md,28,context_single,D,Сложение уравнений дает 2x.
t09_h.md,29,context_single,A,Используется таблица основных тригонометрических значений.
t09_h.md,30,context_single,E,Сравниваем показатели степеней с одинаковым основанием.
t09_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t09_h.md,36,matching,"1-C, 2-A, 3-C, 4-A",Соответствие между понятием и правилом.
t09_h.md,37,matching,"1-A, 2-B, 3-A, 4-B",Соответствие между понятием и правилом.
t09_h.md,38,matching,"1-A, 2-C, 3-A, 4-C",Соответствие между понятием и правилом.
t09_h.md,39,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t09_h.md,40,matching,"1-A, 2-B, 3-A, 4-B",Соответствие между понятием и правилом.
t10_b.md,1,single,A,Переносим слагаемые и делим на положительное число.
t10_b.md,2,single,A,Корни: 1 и -3
t10_b.md,3,single,E,Переносим слагаемые и делим на положительное число.
t10_b.md,4,single,B,Корни: 3 и -1
t10_b.md,5,single,B,Переносим слагаемые и делим на положительное число.
t10_b.md,6,single,A,Корни: 4 и -3
t10_b.md,7,single,B,Переносим слагаемые и делим на положительное число.
t10_b.md,8,single,B,Корни: -3 и -1
t10_b.md,9,single,D,Переносим слагаемые и делим на положительное число.
t10_b.md,10,single,D,Корни: -3 и 0
t10_b.md,11,single,C,Переносим слагаемые и делим на положительное число.
t10_b.md,12,single,E,Корни: -3 и -3
t10_b.md,13,single,E,Переносим слагаемые и делим на положительное число.
t10_b.md,14,single,A,Корни: -3 и 3
t10_b.md,15,single,C,Переносим слагаемые и делим на положительное число.
t10_b.md,16,single,D,Корни: -2 и -5
t10_b.md,17,single,E,Переносим слагаемые и делим на положительное число.
t10_b.md,18,single,D,Корни: 0 и 2
t10_b.md,19,single,D,Переносим слагаемые и делим на положительное число.
t10_b.md,20,single,B,Корни: 2 и 2
t10_b.md,21,single,E,Переносим слагаемые и делим на положительное число.
t10_b.md,22,single,A,Корни: 1 и -1
t10_b.md,23,single,A,Переносим слагаемые и делим на положительное число.
t10_b.md,24,single,E,Корни: -4 и 3
t10_b.md,25,single,D,Переносим слагаемые и делим на положительное число.
t10_b.md,26,context_single,D,Корни: -1 и 0
t10_b.md,27,context_single,E,Переносим слагаемые и делим на положительное число.
t10_b.md,28,context_single,D,Корни: 1 и 3
t10_b.md,29,context_single,B,Переносим слагаемые и делим на положительное число.
t10_b.md,30,context_single,B,Корни: 1 и -1
t10_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_b.md,36,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t10_b.md,37,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t10_b.md,38,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t10_b.md,39,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t10_b.md,40,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t10_m.md,1,single,C,Переносим слагаемые и делим на положительное число.
t10_m.md,2,single,C,Корни: -2 и 3
t10_m.md,3,single,E,Переносим слагаемые и делим на положительное число.
t10_m.md,4,single,C,Корни: 0 и -4
t10_m.md,5,single,C,Переносим слагаемые и делим на положительное число.
t10_m.md,6,single,D,Корни: -1 и 0
t10_m.md,7,single,E,Переносим слагаемые и делим на положительное число.
t10_m.md,8,single,D,Корни: 3 и -2
t10_m.md,9,single,A,Переносим слагаемые и делим на положительное число.
t10_m.md,10,single,A,Корни: -3 и 4
t10_m.md,11,single,C,Переносим слагаемые и делим на положительное число.
t10_m.md,12,single,E,Корни: -5 и 2
t10_m.md,13,single,C,Переносим слагаемые и делим на положительное число.
t10_m.md,14,single,A,Корни: -1 и -1
t10_m.md,15,single,B,Переносим слагаемые и делим на положительное число.
t10_m.md,16,single,A,Корни: -3 и -2
t10_m.md,17,single,A,Переносим слагаемые и делим на положительное число.
t10_m.md,18,single,B,Корни: 3 и 0
t10_m.md,19,single,D,Переносим слагаемые и делим на положительное число.
t10_m.md,20,single,E,Корни: 0 и -4
t10_m.md,21,single,D,Переносим слагаемые и делим на положительное число.
t10_m.md,22,single,E,Корни: -5 и -1
t10_m.md,23,single,C,Переносим слагаемые и делим на положительное число.
t10_m.md,24,single,E,Корни: 0 и -5
t10_m.md,25,single,A,Переносим слагаемые и делим на положительное число.
t10_m.md,26,context_single,B,Корни: 3 и 5
t10_m.md,27,context_single,E,Переносим слагаемые и делим на положительное число.
t10_m.md,28,context_single,C,Корни: 5 и 4
t10_m.md,29,context_single,B,Переносим слагаемые и делим на положительное число.
t10_m.md,30,context_single,B,Корни: 0 и -2
t10_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_m.md,36,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t10_m.md,37,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t10_m.md,38,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t10_m.md,39,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t10_m.md,40,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t10_h.md,1,single,A,Переносим слагаемые и делим на положительное число.
t10_h.md,2,single,E,Корни: -5 и -3
t10_h.md,3,single,E,Переносим слагаемые и делим на положительное число.
t10_h.md,4,single,A,Корни: 4 и 4
t10_h.md,5,single,C,Переносим слагаемые и делим на положительное число.
t10_h.md,6,single,C,Корни: -4 и 2
t10_h.md,7,single,C,Переносим слагаемые и делим на положительное число.
t10_h.md,8,single,E,Корни: 0 и 2
t10_h.md,9,single,B,Переносим слагаемые и делим на положительное число.
t10_h.md,10,single,D,Корни: 3 и -4
t10_h.md,11,single,C,Переносим слагаемые и делим на положительное число.
t10_h.md,12,single,C,Корни: 3 и -3
t10_h.md,13,single,B,Переносим слагаемые и делим на положительное число.
t10_h.md,14,single,E,Корни: -3 и 5
t10_h.md,15,single,A,Переносим слагаемые и делим на положительное число.
t10_h.md,16,single,E,Корни: -4 и 4
t10_h.md,17,single,B,Переносим слагаемые и делим на положительное число.
t10_h.md,18,single,A,Корни: -3 и 5
t10_h.md,19,single,A,Переносим слагаемые и делим на положительное число.
t10_h.md,20,single,A,Корни: -1 и 4
t10_h.md,21,single,C,Переносим слагаемые и делим на положительное число.
t10_h.md,22,single,D,Корни: -5 и 0
t10_h.md,23,single,A,Переносим слагаемые и делим на положительное число.
t10_h.md,24,single,A,Корни: 5 и 0
t10_h.md,25,single,C,Переносим слагаемые и делим на положительное число.
t10_h.md,26,context_single,C,Корни: -1 и 5
t10_h.md,27,context_single,C,Переносим слагаемые и делим на положительное число.
t10_h.md,28,context_single,A,Корни: -3 и 5
t10_h.md,29,context_single,A,Переносим слагаемые и делим на положительное число.
t10_h.md,30,context_single,B,Корни: 1 и 0
t10_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t10_h.md,36,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t10_h.md,37,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t10_h.md,38,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t10_h.md,39,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t10_h.md,40,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t11_b.md,1,single,E,Сложение уравнений дает 2x.
t11_b.md,2,single,D,Переносим слагаемые и делим на положительное число.
t11_b.md,3,single,A,Сложение уравнений дает 2x.
t11_b.md,4,single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,5,single,B,Сложение уравнений дает 2x.
t11_b.md,6,single,C,Переносим слагаемые и делим на положительное число.
t11_b.md,7,single,C,Сложение уравнений дает 2x.
t11_b.md,8,single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,9,single,B,Сложение уравнений дает 2x.
t11_b.md,10,single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,11,single,A,Сложение уравнений дает 2x.
t11_b.md,12,single,C,Переносим слагаемые и делим на положительное число.
t11_b.md,13,single,A,Сложение уравнений дает 2x.
t11_b.md,14,single,A,Переносим слагаемые и делим на положительное число.
t11_b.md,15,single,D,Сложение уравнений дает 2x.
t11_b.md,16,single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,17,single,B,Сложение уравнений дает 2x.
t11_b.md,18,single,B,Переносим слагаемые и делим на положительное число.
t11_b.md,19,single,B,Сложение уравнений дает 2x.
t11_b.md,20,single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,21,single,C,Сложение уравнений дает 2x.
t11_b.md,22,single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,23,single,B,Сложение уравнений дает 2x.
t11_b.md,24,single,B,Переносим слагаемые и делим на положительное число.
t11_b.md,25,single,B,Сложение уравнений дает 2x.
t11_b.md,26,context_single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,27,context_single,A,Сложение уравнений дает 2x.
t11_b.md,28,context_single,C,Переносим слагаемые и делим на положительное число.
t11_b.md,29,context_single,E,Сложение уравнений дает 2x.
t11_b.md,30,context_single,E,Переносим слагаемые и делим на положительное число.
t11_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_b.md,36,matching,"1-C, 2-A, 3-C, 4-A",Соответствие между понятием и правилом.
t11_b.md,37,matching,"1-C, 2-A, 3-C, 4-A",Соответствие между понятием и правилом.
t11_b.md,38,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_b.md,39,matching,"1-A, 2-C, 3-A, 4-C",Соответствие между понятием и правилом.
t11_b.md,40,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_m.md,1,single,D,Сложение уравнений дает 2x.
t11_m.md,2,single,E,Переносим слагаемые и делим на положительное число.
t11_m.md,3,single,C,Сложение уравнений дает 2x.
t11_m.md,4,single,D,Переносим слагаемые и делим на положительное число.
t11_m.md,5,single,C,Сложение уравнений дает 2x.
t11_m.md,6,single,C,Переносим слагаемые и делим на положительное число.
t11_m.md,7,single,D,Сложение уравнений дает 2x.
t11_m.md,8,single,D,Переносим слагаемые и делим на положительное число.
t11_m.md,9,single,C,Сложение уравнений дает 2x.
t11_m.md,10,single,E,Переносим слагаемые и делим на положительное число.
t11_m.md,11,single,E,Сложение уравнений дает 2x.
t11_m.md,12,single,E,Переносим слагаемые и делим на положительное число.
t11_m.md,13,single,C,Сложение уравнений дает 2x.
t11_m.md,14,single,B,Переносим слагаемые и делим на положительное число.
t11_m.md,15,single,C,Сложение уравнений дает 2x.
t11_m.md,16,single,D,Переносим слагаемые и делим на положительное число.
t11_m.md,17,single,E,Сложение уравнений дает 2x.
t11_m.md,18,single,A,Переносим слагаемые и делим на положительное число.
t11_m.md,19,single,B,Сложение уравнений дает 2x.
t11_m.md,20,single,A,Переносим слагаемые и делим на положительное число.
t11_m.md,21,single,C,Сложение уравнений дает 2x.
t11_m.md,22,single,E,Переносим слагаемые и делим на положительное число.
t11_m.md,23,single,D,Сложение уравнений дает 2x.
t11_m.md,24,single,E,Переносим слагаемые и делим на положительное число.
t11_m.md,25,single,C,Сложение уравнений дает 2x.
t11_m.md,26,context_single,E,Переносим слагаемые и делим на положительное число.
t11_m.md,27,context_single,C,Сложение уравнений дает 2x.
t11_m.md,28,context_single,C,Переносим слагаемые и делим на положительное число.
t11_m.md,29,context_single,D,Сложение уравнений дает 2x.
t11_m.md,30,context_single,B,Переносим слагаемые и делим на положительное число.
t11_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_m.md,36,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_m.md,37,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_m.md,38,matching,"1-C, 2-A, 3-C, 4-A",Соответствие между понятием и правилом.
t11_m.md,39,matching,"1-A, 2-B, 3-A, 4-B",Соответствие между понятием и правилом.
t11_m.md,40,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_h.md,1,single,B,Сложение уравнений дает 2x.
t11_h.md,2,single,C,Переносим слагаемые и делим на положительное число.
t11_h.md,3,single,A,Сложение уравнений дает 2x.
t11_h.md,4,single,B,Переносим слагаемые и делим на положительное число.
t11_h.md,5,single,D,Сложение уравнений дает 2x.
t11_h.md,6,single,B,Переносим слагаемые и делим на положительное число.
t11_h.md,7,single,E,Сложение уравнений дает 2x.
t11_h.md,8,single,B,Переносим слагаемые и делим на положительное число.
t11_h.md,9,single,A,Сложение уравнений дает 2x.
t11_h.md,10,single,C,Переносим слагаемые и делим на положительное число.
t11_h.md,11,single,D,Сложение уравнений дает 2x.
t11_h.md,12,single,E,Переносим слагаемые и делим на положительное число.
t11_h.md,13,single,E,Сложение уравнений дает 2x.
t11_h.md,14,single,E,Переносим слагаемые и делим на положительное число.
t11_h.md,15,single,B,Сложение уравнений дает 2x.
t11_h.md,16,single,B,Переносим слагаемые и делим на положительное число.
t11_h.md,17,single,A,Сложение уравнений дает 2x.
t11_h.md,18,single,E,Переносим слагаемые и делим на положительное число.
t11_h.md,19,single,D,Сложение уравнений дает 2x.
t11_h.md,20,single,E,Переносим слагаемые и делим на положительное число.
t11_h.md,21,single,C,Сложение уравнений дает 2x.
t11_h.md,22,single,C,Переносим слагаемые и делим на положительное число.
t11_h.md,23,single,B,Сложение уравнений дает 2x.
t11_h.md,24,single,D,Переносим слагаемые и делим на положительное число.
t11_h.md,25,single,A,Сложение уравнений дает 2x.
t11_h.md,26,context_single,B,Переносим слагаемые и делим на положительное число.
t11_h.md,27,context_single,A,Сложение уравнений дает 2x.
t11_h.md,28,context_single,B,Переносим слагаемые и делим на положительное число.
t11_h.md,29,context_single,C,Сложение уравнений дает 2x.
t11_h.md,30,context_single,E,Переносим слагаемые и делим на положительное число.
t11_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t11_h.md,36,matching,"1-A, 2-C, 3-A, 4-C",Соответствие между понятием и правилом.
t11_h.md,37,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_h.md,38,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_h.md,39,matching,"1-B, 2-A, 3-B, 4-A",Соответствие между понятием и правилом.
t11_h.md,40,matching,"1-C, 2-A, 3-C, 4-A",Соответствие между понятием и правилом.
t12_b.md,1,single,C,a_n=a_1+(n-1)d.
t12_b.md,2,single,A,b_n=b_1*q^(n-1).
t12_b.md,3,single,D,a_n=a_1+(n-1)d.
t12_b.md,4,single,A,b_n=b_1*q^(n-1).
t12_b.md,5,single,B,a_n=a_1+(n-1)d.
t12_b.md,6,single,E,b_n=b_1*q^(n-1).
t12_b.md,7,single,D,a_n=a_1+(n-1)d.
t12_b.md,8,single,B,b_n=b_1*q^(n-1).
t12_b.md,9,single,B,a_n=a_1+(n-1)d.
t12_b.md,10,single,C,b_n=b_1*q^(n-1).
t12_b.md,11,single,D,a_n=a_1+(n-1)d.
t12_b.md,12,single,E,b_n=b_1*q^(n-1).
t12_b.md,13,single,C,a_n=a_1+(n-1)d.
t12_b.md,14,single,E,b_n=b_1*q^(n-1).
t12_b.md,15,single,E,a_n=a_1+(n-1)d.
t12_b.md,16,single,B,b_n=b_1*q^(n-1).
t12_b.md,17,single,D,a_n=a_1+(n-1)d.
t12_b.md,18,single,D,b_n=b_1*q^(n-1).
t12_b.md,19,single,B,a_n=a_1+(n-1)d.
t12_b.md,20,single,A,b_n=b_1*q^(n-1).
t12_b.md,21,single,D,a_n=a_1+(n-1)d.
t12_b.md,22,single,A,b_n=b_1*q^(n-1).
t12_b.md,23,single,C,a_n=a_1+(n-1)d.
t12_b.md,24,single,B,b_n=b_1*q^(n-1).
t12_b.md,25,single,C,a_n=a_1+(n-1)d.
t12_b.md,26,context_single,A,b_n=b_1*q^(n-1).
t12_b.md,27,context_single,C,a_n=a_1+(n-1)d.
t12_b.md,28,context_single,B,b_n=b_1*q^(n-1).
t12_b.md,29,context_single,D,a_n=a_1+(n-1)d.
t12_b.md,30,context_single,E,b_n=b_1*q^(n-1).
t12_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_b.md,36,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t12_b.md,37,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
